TID_LANGUAGE_LOCALIZED_NAME;English;ÖĞÎÄ
TID_TRAINING_INFO;HINT: Tap and hold down unit icon to train multiple troops.;ÌáÊ¾£ºµã»÷²¢°´×¡ÑµÁ·¶à¸ö²¿¶ÓµÄµ¥Î»Í¼±ê¡£
TID_FINISH_TRAINING;Finish Training:;Íê³ÉÑµÁ·£º
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE;New Facebook login;ĞÂµÄFacebookµÇÂ¼
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT;Do you want to link your current game to this Facebook account?;ÄãÒªÁ´½Óµ½ÄãÄ¿Ç°µÄÓÎÏ·±¾µÄFacebookÕÊ»§£¿
TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE;New Game Center login;ĞÂµÄÓÎÏ·ÖĞĞÄµÇÂ¼
TID_BIND_TO_NEW_GAMECENTER_ACCOUNT;Do you want to save your current game on this Game Center account?;ÄãÒª±£´æÄãÄ¿Ç°µÄÓÎÏ·£¬Õâ¸öÓÎÏ·ÖĞĞÄÕÊ»§£¿
TID_GEM_POPUP_TEXT;You're out of gems. Go to the Shop to get some more!;ÄãµÄ±¦Ê¯¡£È¥ÉÌµêµÃµ½Ò»Ğ©¸ü¶à£¡
TID_FRIEND_LIST_TEAMUP_1;Team Up!;×é¶Ó£¡
TID_FRIEND_LIST_TEAMUP_2;and create your clan;ºÍÄãµÄÕ½¶Ó
TID_TROOP_SPEED_UP_SUCCESS;Troop training finished!;Á·±ø½áÊøÁË£¡
TID_UPDATING_CONTENT;Downloading content;ÏÂÔØÄÚÈİ
TID_LOADING;Loading;ÔØÈëÖĞ
TID_SHUTDOWN_STARTED;Game is closing for a short maintenance break in 5 minutes. Attacking is disabled during the break.;ÓÎÏ·ÔÚ5·ÖÖÓÄÚ¹Ø±ÕºÜ¶ÌµÄ±£ÑøĞİÏ¢¡£ÔÚĞİÏ¢µÄ¹¥»÷±»½ûÓÃ¡£
TID_SHUTDOWN_ATTACK_DISABLED;Attacking is disabled until the maintenance break is over.;¹¥»÷±»½ûÓÃ£¬Ö±µ½Î¬»¤ĞİÏ¢¡£
TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE;Game Center Alert;ÓÎÏ·ÖĞĞÄ¾¯±¨
TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT;Do you want to load Chief <name>'s village with Town Hall level <number>? Warning: progress in the current game will be lost.;ÄãÒª¼ÓÔØÊ×Ï¯<NAME>µÄ´å´ó»áÌÃË®Æ½<Êı×Ö>£¿¾¯¸æ£ºÔÚÄ¿Ç°µÄÓÎÏ·½ø¶È½«¶ªÊ§¡£
TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE;Facebook Alert;FacebookµÄ¾¯±¨
TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT;This Facebook account is already linked to another Clash of Clans game. Link it to your current game instead?;Õâ¸öFacebookÕÊ»§ÒÑÁ´½Óµ½ÁíÒ»¸ö³åÍ»µÄ¼Ò×åÓÎÏ·¡£½«ÆäÁ´½Óµ½ÄãÄ¿Ç°µÄÓÎÏ·ÄØ£¿
TID_VIEW_HIGHSCORES;View the strongest Clans & Players around the world;×îÇ¿µÄÕ½¶ÓÓëÊÀ½ç¸÷µØµÄÍæ¼Ò
TID_STARS_TOTAL;Stars Total:;Ã÷ĞÇ×Ü¼Æ£º
TID_SETTINGS_SCREEN_TITLE;Settings;ÉèÖÃ
TID_SETTINGS_NAME;Name;Ãû³Æ
TID_SETTINGS_CHANGENAMENOTE;NOTE! You can only change your name once!;×¢Òâ£¡ÄãÖ»ÄÜ¸Ä±äÒ»´ÎÄãµÄÃû×Ö£¡
TID_SETTINGS_MUSIC;Music;ÒôÀÖ
TID_SETTINGS_SFX;Sound Effects;Ğ§¹û
TID_SETTINGS_FACEBOOK;Facebook;FacebookµÄ
TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED;Connected;Á¬½ÓµÄ
TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED;Disconnected;¶Ï¿ªµÄ
TID_FEEDBACK_BUTTON;Report an issue;±¨¸æÎÊÌâ
TID_FEEDBACK_EMAIL_TITLE;Feedback%20for%20Clash%20of%20Clans;·´À¡£¥20for£¥20Clash£¥20of£¥20Clans
TID_ABOUT_BUTTON;About;¹ØÓÚ
TID_GIVE_NAME_TITLE;My name is...;ÎÒµÄÃû×ÖÊÇ...
TID_BUTTON_DONE;Done;Íê³É
TID_RATE_APP_TITLE;Rate Clash of Clans;ÂÊ²¿Âä³åÍ»
TID_RATE_APP_MESSAGE;Please rate or review Clash of Clans on App Store to give us valuable feedback!;Çë·¢±íÆÀÂÛ»òÆÀ·Ö²¿Âä³åÍ»App StoreÉÏ¸øÎÒÃÇÌá³ö±¦¹óµÄ·´À¡£¡
TID_BUTTON_RATE_APP_LATER;Later;ºó
TID_BUTTON_RATE_APP_REVIEW;Review;²é¿´
TID_BUTTON_RATE_APP_NEVER;Never;´ÓÀ´Ã»ÓĞ
TID_COME_BACK_NOTIFICATION_SMALL;Hey come back, your warriors need a leader;ºÙ»ØÀ´£¬ÄãµÄÓÂÊ¿ĞèÒªÒ»¸öÁìµ¼Õß
TID_COME_BACK_NOTIFICATION_MEDIUM;Hey come back, your warriors need a leader;ºÙ»ØÀ´£¬ÄãµÄÓÂÊ¿ĞèÒªÒ»¸öÁìµ¼Õß
TID_COME_BACK_NOTIFICATION_LARGE;Hey come back, your warriors need a leader;ºÙ»ØÀ´£¬ÄãµÄÓÂÊ¿ĞèÒªÒ»¸öÁìµ¼Õß
TID_SETTINGS_ON;On;ÉÏ
TID_SETTINGS_OFF;Off;Àë
TID_INVALID_NAME;Invalid name! Please try another one.;ÎŞĞ§µÄÃû³Æ£¡Çë³¢ÊÔÁíÒ»ÖÖ¡£
TID_MULTIPLAYER_COST;Match cost:;Æ¥ÅäµÄ³É±¾Îª£º
TID_MAP_LOCATION_1;Lake of P.E.K.K.A;ºşP.E.K.K.A
TID_MAP_LOCATION_2;Forbidden Forest;½ûÁÖ
TID_MAP_LOCATION_3;Victory Valley;Ê¤Àû¹È
TID_MAP_LOCATION_4;Barbaria;°Í¶û°ÍÀïÑÇ
TID_MAP_LOCATION_5;Frozen Lake;±ù¶³µÄºşÃæ
TID_MAP_LOCATION_6;Looter Creek;Ç¿¶áºÓ
TID_MAP_LOCATION_7;Stone Lake;ºşÊ¯
TID_MAP_LOCATION_8;Aslan Arc;°¢Ë¹À¼»¡
TID_MAP_LOCATION_9;Sour Lake;ËáÄÌºş
TID_MAP_LOCATION_10;Goblin Camp;µØ¾«ÓªµØ
TID_MAP_LOCATION_11;Rotten Sea;¸¯ÀÃµÄº£
TID_MAP_LOCATION_12;Gold Oaks Inn;»Æ½ğ°Â¿ËË¹¾Æµê
TID_MAP_LOCATION_13;Colossal Pass;¾Ş´óµÄÍ¨ĞĞÖ¤
TID_MAP_LOCATION_14;Goblin King's Hideout;¾«ÁéÍõµÄÄ©ÈÕ
TID_NAME_TOO_SHORT;Name is too short!;Ãû³ÆÊÇÌ«¶ÌÁË£¡
TID_BUILDER;Builder:;Éú³ÉÆ÷£º
TID_SHIELD_BUY_CONFIRMATION;Shield activated!;ÆÁ±Î¼¤»î£¡
TID_RESOURCE_BUY_CONFIRMATION;Resources received!;ÊÕµ½µÄ×ÊÔ´£¡
TID_BATTLECOST;Cost:;³É±¾£º
TID_CLAN_TOTAL_POINTS;Total points:;×Ü·Ö£º
TID_CLAN_MEMBERS;Members:;»áÔ±£º
TID_CLAN_TYPE;Type:;ÀàĞÍ£º
TID_TAP_TO_VIEW;Tap to view details;µã»÷²é¿´ÏêÏ¸ĞÅÏ¢
TID_ALLIANCE_REQUEST_ACCEPTED;Welcome to our clan!;»¶Ó­À´µ½ÎÒÃÇµÄÊÏ×å£¡
TID_ALLIANCE_REQUEST_DECLINED;Clan request declined!;¼Ò×åÒªÇóÏÂ½µ£¡
TID_ADD_FRIENDS_INFO;Game Center friends appear when you're logged into Game Center;µ±ÄãµÇÂ¼µ½ÓÎÏ·ÖĞĞÄÓÎÏ·ÖĞĞÄµÄÅóÓÑ
TID_GAME_CENTER;Game Center;ÓÎÏ·ÖĞĞÄ
TID_REPAIR_CLAN_CASTLE_TITLE;Rebuild Clan Castle;ÖØ½¨¼Ò×å³Ç±¤
TID_REPAIR_CLAN_CASTLE;Be part of a Clan;³ÉÎªÒ»¸ö¼Ò×åµÄÒ»²¿·Ö
TID_REPAIR_CLAN_CASTLE_2;Rebuild your Clan Castle to find allies and join the struggle for power!;ÖØ½¨ÄãµÄµÄ¼Ò×å³Ç±¤ÕÒµ½ÃËÓÑºÍ²ÎÓëµÄÈ¨Á¦¶·Õù£¡
TID_POPUP_ABOUT_TO_SELL;Sell decoration;ÏúÊÛ×°ÊÎ
TID_TRAP_MINE_INFO;Nothing says 'STAY OUT' quite like a good old-fashioned hidden bomb.;Ã»ÓĞËµ¡°Áô³ö¡±Ïàµ±ÏñÒ»¸öÀÏÊ½µÄÒş²ØÕ¨µ¯¡£
TID_TRAP_EJECTOR_INFO;This bouncy little number will toss unwanted visitors right off your property!;Õâ¸öÓĞµ¯ĞÔµÄĞ¡ÊıÄ¿»áÕÛÌÚ²»ÊÜ»¶Ó­µÄ·Ã¿Í£¬ÂíÉÏÄãµÄ²Æ²ú£¡
TID_WALL_INFO;Walls are great for keeping your village safe and your enemies in the line of fire.;Ç½±ÚÊÇÎ°´óµÄ»ğÏß±£³ÖÄãµÄ´å×¯µÄ°²È«ºÍÄãµÄµĞÈË¡£
TID_ABOUT;Credits\n\n<names>\n\nClash of Clans _?<version>\nCopyright 2012 Supercell Ltd. All Rights Reserved.\nAll use of this software is subject to Terms and Conditions and Privacy Policy at www.supercell.net.\nFor support contact clashofclans.feedback@supercell.net.;»ı·Ö\ n \ n <names> \¡°n \ nClashµÄ¼Ò×å_£¿<VERSION> \ n°æÈ¨ËùÓĞ2012³¬¼¶µ¥ÌåÓĞÏŞ¹«Ë¾±£ÁôËùÓĞÈ¨Àû¡£\ nËùÓĞÊ¹ÓÃ¸ÃÈí¼şµÄÌõ¿îºÍÌõ¼şÒÔ¼°ÒşË½Õş²ßµÄwww.supercell.net\ n¶ÔÓÚÖ§³Ö½Ó´¥clashofclans.feedbackµÄ@ supercell.net¡£
TID_GEM_BUY_CONFIRMATION;Gems received!;±¦Ê¯ÊÕµ½ÁË£¡
TID_MULTIDEVICE_INFO;If you want to play Clash of Clans with multiple iOS devices, connect using the same Game Center account;Èç¹ûÄãÒªÍæµÄ³åÍ»Óë¶à¸öiOSÉè±¸µÄ¼Ò×å£¬Á¬½ÓÊ¹ÓÃÏàÍ¬µÄÓÎÏ·ÖĞĞÄÕÊ»§
TID_SHIELD_INFO;This shield will prevent all attacks on your village for a limited time. If you buy more than one shield, their durations are added up. Attacking other players will remove your shield.;ÆÁ±Î½«×èÖ¹ËùÓĞ¹¥»÷ÄãµÄ´å×¯£¬ÔÚÓĞÏŞµÄÊ±¼ä¡£Èç¹ûÄãÂòÁËÒ»¸öÒÔÉÏµÄÆÁ±Î£¬Æä³ÖĞøÊ±¼äÏà¼Ó¡£¹¥»÷ÆäËûÍæ¼Ò£¬½«É¾³ıÄãµÄ¶ÜÅÆ¡£
TID_PLACEMENT_HINT_TUTORIAL1;Tap multiple times in an empty area to deploy your troops;µã»÷¶à´ÎµÄ¿Õ°×ÇøÓò²¿Êğ²¿¶Ó
TID_PLACEMENT_HINT_TUTORIAL2;You can deploy multiple troops by holding down your finger;°´×¡ÄãµÄÊÖÖ¸£¬¿ÉÒÔ²¿Êğ¶à¸ö²¿¶Ó
TID_PLACEMENT_HINT;Tap or press and hold to deploy troops;µã»÷»ò°´×¡²¿Êğ²¿¶Ó
TID_ACHIEVEMENT_NPC_STARS_TITLE;Get those Goblins!;ÄÇĞ©µØ¾«£¡
TID_ACHIEVEMENT_NPC_STARS;Win <number> stars on the Campaign Map;ÔË<Êı×Ö>Ã÷ĞÇµÄÕ½ÒÛµØÍ¼
TID_ACHIEVEMENT_TOWN_HALL_TITLE;Bigger & Better;¸ü´óºÍ¸üºÃµÄ
TID_ACHIEVEMENT_TOWN_HALL;Upgrade Town Hall to level <number>;Éı¼¶´ó»áÌÃ¼¶<Êı×Ö>
TID_ACHIEVEMENT_VICTORY_POINTS_TITLE;Sweet Victory!;ÌğÃÛµÄÊ¤Àû£¡
TID_ACHIEVEMENT_VICTORY_POINTS;Win <number> trophies in Multiplayer battles;ÔÚ¶àÈË¶ÔÕ½ÖĞÓ®µÃ<Êı×Ö>½±±­
TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE;Release the Beasts;ÊÍ·ÅµÄÒ°ÊŞ
TID_ACHIEVEMENT_UNIT_UNLOCK;Unlock <name> in the Barracks;½âËø<NAME>ÔÚ¾üÓª
TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE;Nice and Tidy;Æ¯ÁÁÕû½à
TID_ACHIEVEMENT_CLEAR_OBSTACLES;Remove <number> obstacles (trees, rocks, bushes);É¾³ı<Êı×Ö>µÄÕÏ°­£¨Ê÷Ä¾£¬ÑÒÊ¯£¬¹àÄ¾£©
TID_ACHIEVEMENT_DONATE_UNITS_TITLE;Friend in Need;ÓĞĞèÒªµÄÅóÓÑ
TID_ACHIEVEMENT_DONATE_UNITS;Donate <number> troops to your clanmates;<Êı×Ö>µÄ²¿¶Ó¾è¸øÄãµÄ×åÈËÃÇµÄÉËº¦
TID_ACHIEVEMENT_LOOT_GOLD_TITLE;Gold Grab;»Æ½ğ×¥¶·
TID_ACHIEVEMENT_LOOT_GOLD;Steal <number> gold;ÇÔÈ¡<Êı×Ö>½ğ
TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE;Elixir Escapade;Ò©¼ÁåĞÒ£ÓÎ
TID_ACHIEVEMENT_LOOT_ELIXIR;Steal <number> elixir;ÇÔÈ¡<Êı×Ö>ÁéÒ©
TID_ACHIEVEMENT_CASTLE_TITLE;Empire Builder;µÛ¹ú½¨ÔìÕß
TID_ACHIEVEMENT_CASTLE_REPAIR;Rebuild the Clan Castle;ÖØ½¨µÄ¼Ò×å³Ç±¤
TID_ACHIEVEMENT_CASTLE_UPGRADE;Upgrade Clan Castle to level <number>;Éı¼¶Õ½¶Ó³Ç±¤¼¶<Êı×Ö>
TID_ACHIEVEMENT_DESTROY_WALLS_TITLE;Wall Buster;»ª¶û½Ö°ÍË¹ÌØ
TID_ACHIEVEMENT_DESTROY_WALLS;Destroy <number> Walls in Multiplayer battles;ÔÚ¶àÈËÕ½¶·ÖĞ´İ»Ù<Êı×Ö>Ç½
TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE;Humiliator;ÎêÈè
TID_ACHIEVEMENT_DESTROY_TOWNHALL;Destroy <number> Town Halls in Multiplayer battles;ÔÚ¶àÈËÕ½¶·ÖĞ´İ»Ù<Êı×Ö>´ó»áÌÃ
TID_ACHIEVEMENT_PVP_ATTACKS_TITLE;Conqueror;Õ÷·şÕß
TID_ACHIEVEMENT_PVP_ATTACKS;Win <number> Multiplayer battles;ÔË<Êı×Ö>¶àÈË¶ÔÕ½
TID_ACHIEVEMENT_PVP_DEFENSES_TITLE;Unbreakable;ÀÎ²»¿ÉÆÆ
TID_ACHIEVEMENT_PVP_DEFENSES;Successfully defend against <number> attacks;³É¹¦µÖÓù<Êı×Ö>¹¥»÷
TID_MOREGAMES;More Games;¸ü¶àÓÎÏ·
TID_ACHIEVEMENT_CLAIM_BUTTON;Claim Reward;Ë÷ÅâĞüÉÍ
TID_POPUP_ACHIEVEMENTS_TITLE;Achievements;³É¾Í
TID_ACHIEVEMENTS_INFO;Achievements also in Game Center;³É¾ÍÓÎÏ·ÖĞĞÄ
TID_ACHIEVEMENTS_COMPLETED;Completed:;ÒÑÍê³É£º
TID_ACHIEVEMENTS_REWARD;Rewards:;½±Àø£º
TID_ACHIEVEMENT_REWARD_CLAIMED;Achievement completed! You received <number> gems.;³É¾ÍÍê³É£¡ÄúÊÕµ½<Êı×Ö>µÄ±¦Ê¯¡£
TID_X;x;x
TID_NO_MESSAGES;No new messages currently;Ä¿Ç°Ã»ÓĞĞÂµÄÏûÏ¢
TID_NO_MESSAGES_TEXT;Once you've rebuilt the Clan Castle, you'll receive clan invitations here;Ò»µ©ÄãÒÑ¾­ÖØ½¨ÁË¼Ò×å³Ç±¤£¬Äú»áÊÕµ½¼Ò×åÑûÇë
TID_POPUP_CHANGE_LANGUAGE_TITLE;Language settings;ÓïÑÔÉèÖÃ
TID_POPUP_CHANGE_LANGUAGE;Are you sure you want to change the language settings?;ÄãÈ·¶¨Òª¸ü¸ÄÓïÑÔÉèÖÃ£¿
TID_LEADERBOARDBANNER_CLANTOURNAMENTS;Master Tournament;´óÊ¦Èü
TID_LEADERBOARDBANNER_REWARD;The Top 3 Clans receive: (divided equally among the top 10 players of the clan);Ç°3ÃûµÄÕ½¶Ó½«»ñµÃ£º£¨Æ½·ÖõÒÉíÇ°10ÃûÑ¡ÊÖµÄÕ½¶Ó£©
TID_LEADERBOARDBANNER_TIMELEFT;Ends in:;Ê£ÓàÊ±¼ä£º
TID_ACHIEVEMENT_GOLDSTORAGE_TITLE;Bigger Coffers;¸ü´óµÄ¿â·¿
TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE;Upgrade a Gold Storage to level <number>;Éı¼¶»Æ½ğµÄ´æ´¢¼¶<Êı×Ö>
TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE;Union Buster;ÁªÃË°ÍË¹ÌØ
TID_ACHIEVEMENT_DESTROY_BUILDER;Destroy <number> Builder's Huts in Multiplayer battles;ÔÚ¶àÈËÕ½¶·ÖĞ´İ»Ù<Êı×Ö> BuilderµÄĞ¡Îİ
TID_MOVEMENT_SPEED;Movement speed:;ÒÆ¶¯ËÙ¶È£º
TID_TRAP_SUPERBOMB;Giant Bomb;¾ŞĞÍÕ¨µ¯
TID_TRAP_SUPERBOMB_INFO;When you're looking for a Big Boom, you need the Giant Bomb.;µ±ÄãÕıÔÚÑ°ÕÒÒ»¸ö´ó·±ÈÙ£¬ÄãĞèÒªµÄ¾ŞĞÍÕ¨µ¯¡£
TID_LEADERBOARDBANNER_1;1);1£©
TID_LEADERBOARDBANNER_2;2);2£©
TID_LEADERBOARDBANNER_3;3);3£©
TID_ACHIEVEMENT_COMPLETED;Achievement Completed!;³É¾ÍÍê³É£¡
TID_PUSH_ATTACKED;Your village was raided by <attacker>!;ÄãµÄ´å×¯½øĞĞÁËÍ»»÷¼ì²éµÄ<attacker>£¡
TID_SURRENDER_POPUP_TITLE;Surrender?;Í¶½µ£¿
TID_SURRENDER_POPUP_TEXT;Chief, are you sure you want to give the order to retreat? Our army will be defeated!;×Ü£¬ÄãÈ·¶¨ÄãÏë¸øµÄË³Ğò£¬ÒÔÍËÎª½ø£¿ÎÒÃÇµÄ¾ü¶Ó½«±»»÷°Ü£¡
TID_END_BATTLE_POPUP_TITLE;End Battle?;½áÊøÕ½¶·Âğ£¿
TID_END_BATTLE_POPUP_TEXT;Chief, are you sure you want to end the fight now?;Ö÷ÈÎ£¬ÄãÈ·¶¨ÄãÏÖÔÚÏë½áÊøÕ½¶·Âğ£¿
TID_SHIELD_ON_COOLDOWN;Shield not yet available!;ÆÁ±ÎÉĞÎ´£¡
TID_COOLDOWN;Cooldown:;ÀäÈ´£º
TID_WAITING_FOR_COOLDOWN;Available:;¿ÉÓÃ£º
TID_FAQ_BUTTON;Help and support;°ïÖúºÍÖ§³Ö
TID_FAQ_WINDOW_TITLE;Help and support;°ïÖúºÍÖ§³Ö
TID_FORUMS_BUTTON;Forums;ÂÛÌ³
TID_FAQ_TITLE_SHIELD;What is the Shield and how does it work?;Ê²Ã´ÊÇ¶ÜºÍËüÊÇÈçºÎ¹¤×÷µÄ£¿
TID_FAQ_TEXT_SHIELD;The Shield prevents other people from attacking you for a period of time. You lose the shield when the time runs out, or when you attack another player. When your village is destroyed by an enemy attack, you automatically get a new shield for 12 hours. You can also purchase longer lasting shields from the shop.;Ò»¶ÎÊ±¼äÄÚ¹¥»÷ÄãµÄ¶ÜÅÆ×èÖ¹ÆäËûÈË¡£ÄãÊ§È¥ÁËÆÁ±ÎÊ±¼äºÄ¾¡Ê±£¬»òÕßµ±Äã¹¥»÷ÆäËûÍæ¼Ò¡£µ±ÄãµÄ´å×¯±»´İ»ÙµĞÈË¹¥»÷Ê±£¬Äã»á×Ô¶¯»ñµÃÒ»¸öĞÂµÄ12Ğ¡Ê±Ö®¶Ü¡£Äú»¹¿ÉÒÔ¹ºÂò´ÓÉÌµê¸ü³Ö¾ÃµÄ¶ÜÅÆ¡£
TID_FAQ_TITLE_DESTROYED;What happens when the shield runs out?;¶ÜÔËĞĞÊ±£¬»á·¢ÉúÊ²Ã´Çé¿ö£¿
TID_FAQ_TEXT_DESTROYED;If you do not have an active shield and you exit the game, your village will be vulnerable to attacks from other players. The attacking player will be able to steal some of your resources, but never all of them. You can protect your village with defensive buildings, walls and traps, or by buying a new shield from the shop. Terrain obstacles and the edge of the map do not stop attacking units!;Èç¹ûÃ»ÓĞÓĞĞ§µÄÆÁ±ÎºÍÍË³öÓÎÏ·£¬ÄãµÄ´å×¯»áÊÜµ½À´×ÔÆäËûÍæ¼ÒµÄ¹¥»÷¡£¹¥»÷Íæ¼Ò½«ÄÜ¹»ÇÔÈ¡ÄãµÄÒ»Ğ©×ÊÔ´£¬µ«´ÓÀ´Ã»ÓĞËùÓĞµÄÈË¡£Äú¿ÉÒÔ±£»¤ÄãµÄ´å×¯µÄ·ÀÓùĞÔ½¨Öş£¬Ç½±ÚºÍÏİÚå£¬»ò´ÓÉÌµê¹ºÂòÒ»Ì¨ĞÂµÄÆÁ±Î¡£µØĞÎÕÏ°­ºÍ±ßÔµµÄµØÍ¼Ã»ÓĞÍ£Ö¹¹¥»÷µÄµ¥Î»£¡
TID_FAQ_TITLE_CLAN;How do I join or create a clan?;ÎÒÈçºÎ¼ÓÈë»ò´´½¨Ò»¸öÕ½¶ÓÂğ£¿
TID_FAQ_TEXT_CLAN;In order to join a clan, you must first rebuild the Clan Castle. Once it's rebuilt, you can tap it and choose to join or create a clan. The Clan Castle can also house reinforcement troops from your clan mates. Troops garrisoned inside the Clan Castle will defend your village and can also be used to attack other players.;ÎªÁË¼ÓÈëÒ»¸öÕ½¶Ó£¬Äã±ØĞëÊ×ÏÈÖØ½¨ÊÏ×åµÄ³Ç±¤¡£Ò»µ©ÖØ½¨£¬Äã¿ÉÒÔµã»÷Ëü£¬²¢Ñ¡Ôñ¼ÓÈë»ò´´½¨Ò»¸öÕ½¶Ó¡£¼Ò×å³Ç±¤Ò²¿ÉÒÔÈİÄÉµÄÔöÔ®²¿¶Ó´ÓÄãµÄÕ½¶Ó¶ÓÓÑ¡£¼Ò×å³Ç±¤ÄÚµÄ×¤·À²¿¶Ó½«º´ÎÀÄãµÄ´å×¯£¬Ò²¿ÉÓÃÓÚ¹¥»÷ÆäËûÍæ¼Ò¡£
TID_FAQ_TITLE_RECRUIT;How do I get more people into my clan?;ÎÒÒªÈçºÎÈÃ¸ü¶àµÄÈËµ½ÎÒµÄ¼Ò×å£¿
TID_FAQ_TEXT_RECRUIT;You can invite your Game Center and Facebook friends to your clan or invite people from global chat.\n\nIn order to invite your Facebook or Game Center friends, your friend must first play Clash of Clans, connect to Game Center or Facebook with their account and have rebuilt their Clan Castle. After this, you can see your friend in the Friends menu, where you can tap their name and choose Invite from the context menu. Inviting from global chat works in a similar way: tap a player's message, and choose Invite from the context menu.;Äú¿ÉÒÔÑûÇëÄúµÄÓÎÏ·ÖĞĞÄºÍFacebookÉÏµÄÅóÓÑ£¬ÄãµÄ¼Ò×å»òÑûÇëÈ«ÇòÁÄÌìµÄÈË\ n \ nÎªÁËÑûÇëÄãµÄFacebook»òÓÎÏ·ÖĞĞÄµÄÅóÓÑ£¬ÄúµÄÅóÓÑµÚÒ»´ÎÍæµÄ×Ú×å³åÍ»£¬Á¬½Óµ½ËûÃÇµÄÓÎÏ·ÖĞĞÄ»òFacebook¡£ÕÊ»§£¬²¢ÖØ½¨ËûÃÇµÄ¼Ò×å³Ç±¤¡£ÔÚ´ËÖ®ºó£¬Äã¿ÉÒÔ¿´µ½ÄãµÄÅóÓÑµÄÅóÓÑ¡°²Ëµ¥ÖĞ£¬Äú¿ÉÒÔµã»÷ËûÃÇµÄÃû×Ö£¬È»ºó´ÓÉÏÏÂÎÄ²Ëµ¥ÖĞÑ¡Ôñ¡±ÑûÇë¡°¡£ÑûÇëÒÔÀàËÆµÄ·½Ê½´ÓµÄÈ«ÇòÁÄÌì×÷Æ·ÔÚÍÚ¾òÇòÔ±µÄÏûÏ¢£¬²¢´ÓÉÏÏÂÎÄ²Ëµ¥ÖĞÑ¡Ôñ¡°ÑûÇë¡±¡£
TID_FAQ_TITLE_RESET;Can I reset the game and start again from the beginning?;ÎÒ¿ÉÒÔÖØÖÃÓÎÏ·£¬´ÓÒ»¿ªÊ¼¾ÍÔÙ´Î¿ªÊ¼£¿
TID_FAQ_TEXT_RESET;At the moment it's not possible to restart your game. However, you can start a new game on any device that doesn't have a previous game of Clash of Clans on it.;Ä¿Ç°ÕâÊÇ²»¿ÉÄÜµÄ£¬ÖØĞÂÆô¶¯ÄãµÄÓÎÏ·¡£µ«ÊÇ£¬ÔÚÈÎºÎÉè±¸ÉÏ³åÍ»µÄ¼Ò×å¾Í¿ÉÒÔÁË£¬Ã»ÓĞÒÔÇ°µÄÓÎÏ·£¬Äã¾Í¿ÉÒÔ¿ªÊ¼Ò»¸öĞÂµÄÓÎÏ·¡£
TID_FAQ_TITLE_CONTROL;How can I control my units in battle?;ÎÒÔõÑù²ÅÄÜ¿ØÖÆÎÒµÄµ¥Î»ÔÚÕ½³¡ÉÏÂğ£¿
TID_FAQ_TEXT_CONTROL;Once placed on the battlefield, your troops are autonomous and cannot be controlled once they are deployed. At the moment of deployment, each unit's first target is highlighted with crosshairs. Different units will attack according to their abilities and their preferred targets. Check each unit's info in the Barracks' Train Troops screen, and check different defensive turrets' info as well to learn which units they target.;Ò»µ©·ÅÖÃÔÚÕ½³¡ÉÏ£¬ÄãµÄ²¿¶ÓÊÇ×ÔÖÎµÄ£¬ÎŞ·¨¿ØÖÆ£¬Ò»µ©²¿Êğ¡£Ä¿Ç°µÄ²¿Êğ£¬¸÷µ¥Î»µÄµÚÒ»¸öÄ¿±êÊÇÍ»³öÁËÊ®×ÖÏß¡£²»Í¬µÄµ¥Î»£¬½«¸ù¾İ×Ô¼ºµÄÄÜÁ¦ºÍËûÃÇµÄÊ×Ñ¡Ä¿±ê¹¥»÷¡£ÔÚ±øÓªÑµÁ·Ê¿±øµÄÆÁÄ»£¬¼ì²é¸÷µ¥Î»µÄĞÅÏ¢£¬²¢¼ì²é²»Í¬µÄ·ÀÊØÅÚËşµÄĞÅÏ¢£¬ÒÔ¼°Ñ§Ï°ÄÄ¸öµ¥Î»µÄ£¬ËûÃÇµÄÄ¿±ê¡£
TID_FAQ_TITLE_TROOPS;What happened to the troops that survived the battles?;µÄÕ½¶·ÖĞĞÒ´æÏÂÀ´µÄ²¿¶Ó·¢ÉúÁËÊ²Ã´ÊÂ£¿
